TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
10,2023/06/09 00:00,10.9,10015,214,-13.9,58,1094,8.8,13972,16433.4
10,2023/06/09 00:15,5.3,16530,303,14.7,98,1175,6.5,15259,11999.3
10,2023/06/09 00:30,6.7,5401,308,0.8,41,924,10.4,3563,14438.6
10,2023/06/09 00:45,3.7,18947,266,33.1,62,848,0.8,14067,134.3
10,2023/06/09 01:00,17.3,14081,133,48.9,60,990,13.2,5790,13018.4
10,2023/06/09 01:15,5.7,8562,273,-7.4,73,1117,17.3,11130,12369.1
10,2023/06/09 01:30,7.9,12272,124,38.7,64,865,12.3,10275,4395.3
10,2023/06/09 01:45,11.9,4518,184,4.2,72,1054,4.2,4459,15883.3
10,2023/06/09 02:00,12.4,5463,121,28.1,64,889,16.6,15138,5405.7
10,2023/06/09 02:15,5.2,1623,162,11.2,16,845,13.4,19616,7777.7
10,2023/06/09 02:30,18.6,8386,314,17.1,30,1169,18.2,7861,12028.6
10,2023/06/09 02:45,15.7,9340,16,-8.3,20,1012,9.1,4308,18341.7
10,2023/06/09 03:00,19.0,870,229,-5.5,95,822,7.6,11433,18041.4
10,2023/06/09 03:15,11.0,15167,269,-12.5,82,1047,8.0,1327,1949.1
10,2023/06/09 03:30,9.4,12254,323,9.9,1,857,16.3,349,15360.2
10,2023/06/09 03:45,10.3,1899,214,-5.5,55,971,4.5,718,17167.3
10,2023/06/09 04:00,6.3,12740,50,13.6,13,860,15.4,275,16312.8
10,2023/06/09 04:15,15.5,9503,235,14.0,32,1089,4.3,18703,10666.5
10,2023/06/09 04:30,8.8,19660,59,-10.6,88,1117,8.6,12461,13850.3
10,2023/06/09 04:45,19.1,13240,328,-14.4,98,1018,2.8,3337,15617.2
10,2023/06/09 05:00,12.7,2564,312,-7.4,71,1126,2.0,14619,2509.6
10,2023/06/09 05:15,13.2,4372,217,-4.5,12,905,19.7,10750,17890.5
10,2023/06/09 05:30,18.7,109,23,21.4,19,1064,9.5,2867,9700.7
10,2023/06/09 05:45,0.7,19083,142,32.6,32,930,3.6,16102,1009.9
10,2023/06/09 06:00,8.9,12509,8,-2.2,69,810,1.5,3412,1160.6
10,2023/06/09 06:15,15.9,15438,68,15.1,21,1056,5.7,10645,14076.7
10,2023/06/09 06:30,0.0,6302,162,32.7,50,1030,16.9,2005,1630.1
10,2023/06/09 06:45,8.5,3547,108,3.8,51,816,15.5,10293,15804.9
10,2023/06/09 07:00,13.1,707,298,34.7,22,893,19.4,10244,14037.6
10,2023/06/09 07:15,1.2,18061,32,40.3,86,840,7.8,8205,8721.8
10,2023/06/09 07:30,9.6,12791,209,23.6,38,846,17.0,11282,13021.7
10,2023/06/09 07:45,9.2,19832,61,-5.2,100,852,17.8,3689,8620.3
10,2023/06/09 08:00,16.9,7411,315,22.8,57,952,5.1,14622,3107.3
10,2023/06/09 08:15,0.2,4783,280,-6.8,14,1096,9.7,11453,4493.7
10,2023/06/09 08:30,7.5,12312,338,0.7,58,1186,1.8,6097,16273.8
10,2023/06/09 08:45,4.2,15565,210,12.2,56,847,7.3,14834,14639.4
10,2023/06/09 09:00,10.4,14856,189,33.0,97,1119,16.9,18135,14334.6
10,2023/06/09 09:15,6.4,9079,131,17.6,95,926,7.1,4810,10852.7
10,2023/06/09 09:30,10.5,4004,3,-4.2,36,1143,4.4,17904,5921.0
10,2023/06/09 09:45,13.1,10664,231,-15.6,79,844,3.6,10132,18049.7
10,2023/06/09 10:00,15.4,5338,15,-10.6,74,802,2.4,4812,14697.4
10,2023/06/09 10:15,11.8,8580,129,28.7,56,1126,16.3,210,10569.6
10,2023/06/09 10:30,4.1,5213,304,-17.7,50,1175,17.3,3770,7073.4
10,2023/06/09 10:45,13.0,9581,0,-15.9,85,1067,12.1,17078,15777.9
10,2023/06/09 11:00,12.5,12049,156,-18.2,68,1048,17.2,12352,2041.1
10,2023/06/09 11:15,6.3,7896,214,18.6,79,881,4.3,18573,1423.0
10,2023/06/09 11:30,17.9,3871,86,32.6,75,1156,14.4,1883,18073.5
10,2023/06/09 11:45,16.6,14192,215,4.5,73,1145,5.1,66,2983.4
10,2023/06/09 12:00,16.2,13722,167,42.6,52,868,5.5,19275,3281.7
10,2023/06/09 12:15,19.3,1166,51,1.5,10,1162,8.6,9646,19616.1
10,2023/06/09 12:30,16.9,5267,284,36.3,28,1036,2.1,5709,8979.0
10,2023/06/09 12:45,19.8,9785,18,10.5,66,1022,1.5,6392,16607.3
10,2023/06/09 13:00,4.1,3443,225,0.1,25,1150,1.1,14439,5376.4
10,2023/06/09 13:15,16.3,12797,68,39.9,74,1081,14.5,7942,8350.2
10,2023/06/09 13:30,16.6,1962,37,-15.2,22,899,2.6,6210,10299.3
10,2023/06/09 13:45,2.0,15233,243,-5.2,26,831,15.7,7650,13415.1
10,2023/06/09 14:00,15.9,17239,8,29.0,71,842,14.9,2876,5955.1
10,2023/06/09 14:15,17.6,19687,236,-0.9,96,1044,4.0,4595,8000.5
10,2023/06/09 14:30,6.0,15333,135,-17.7,68,939,17.6,16106,5999.2
10,2023/06/09 14:45,1.2,13806,301,1.5,6,1146,8.0,1547,9845.6
10,2023/06/09 15:00,19.1,19040,135,8.5,83,1068,18.6,13957,3957.2
10,2023/06/09 15:15,13.0,6888,67,-16.3,64,980,19.1,18517,10284.4
10,2023/06/09 15:30,10.2,1473,25,-2.8,66,1110,12.0,8215,7300.1
10,2023/06/09 15:45,10.9,3379,134,3.9,82,1173,14.8,15790,13246.6
10,2023/06/09 16:00,6.5,5410,85,-9.3,59,930,17.8,8981,7894.4
10,2023/06/09 16:15,1.1,18227,87,42.8,68,1176,11.8,13693,12889.3
10,2023/06/09 16:30,11.4,3154,134,17.2,13,844,19.7,10209,839.7
10,2023/06/09 16:45,10.7,11160,13,45.1,0,1130,3.1,7197,7612.0
10,2023/06/09 17:00,7.8,12866,57,-5.1,90,1130,3.4,1302,1940.9
10,2023/06/09 17:15,2.2,8419,274,33.5,46,1059,5.3,1363,277.5
10,2023/06/09 17:30,10.6,3185,306,-3.3,68,1023,15.5,3823,15126.6
10,2023/06/09 17:45,19.5,13876,0,-0.5,1,831,11.9,5221,281.2
10,2023/06/09 18:00,6.5,12913,244,-19.2,76,1144,13.1,18296,227.8
10,2023/06/09 18:15,6.9,8822,97,-8.4,76,907,12.7,8421,6641.2
10,2023/06/09 18:30,0.5,5823,331,4.8,37,908,10.8,16608,7906.8
10,2023/06/09 18:45,8.1,18866,246,-11.0,37,850,19.7,18652,5936.2
10,2023/06/09 19:00,11.7,2171,84,34.7,52,1019,10.8,5420,6610.5
10,2023/06/09 19:15,13.4,8821,0,-17.0,0,1041,6.2,2648,11247.3
10,2023/06/09 19:30,2.0,836,184,-5.5,11,1177,18.2,5791,14963.5
10,2023/06/09 19:45,17.8,10301,284,4.7,95,1071,5.7,9263,19373.6
10,2023/06/09 20:00,1.3,13006,195,8.2,46,956,12.7,636,5432.2
10,2023/06/09 20:15,3.1,17341,356,-16.7,42,1091,15.2,9439,16370.9
10,2023/06/09 20:30,5.7,14658,59,13.1,26,854,6.1,12894,13981.2
10,2023/06/09 20:45,16.3,19711,182,7.9,40,964,11.1,4940,8714.2
