TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
1,2023/06/09 00:00,0.8,12425,242,24.5,26,1105,7.9,13189,4881.8
1,2023/06/09 00:15,4.7,19880,122,23.2,83,810,2.6,1425,13932.6
1,2023/06/09 00:30,3.0,13949,22,21.4,17,1139,3.9,2304,14307.7
1,2023/06/09 00:45,16.7,16196,97,46.3,16,992,18.4,2502,5155.9
1,2023/06/09 01:00,18.7,16087,243,-9.0,3,1137,12.8,7846,1040.0
1,2023/06/09 01:15,14.0,11617,67,29.0,10,1082,8.0,11414,1219.6
1,2023/06/09 01:30,17.1,3807,79,-17.0,33,1088,11.2,18998,12895.0
1,2023/06/09 01:45,12.8,18453,348,46.2,72,1094,16.1,2592,14295.8
1,2023/06/09 02:00,9.6,14406,44,3.6,59,1155,7.8,18809,10360.9
1,2023/06/09 02:15,4.2,16,270,-15.1,90,951,19.0,14495,1733.9
1,2023/06/09 02:30,10.7,7128,194,46.1,36,848,12.9,511,4819.4
1,2023/06/09 02:45,3.8,19793,160,30.2,37,891,12.9,10409,1269.9
1,2023/06/09 03:00,1.9,6703,271,-7.0,52,851,15.0,1040,13908.5
1,2023/06/09 03:15,15.6,8752,106,48.1,27,886,1.8,4907,11072.7
1,2023/06/09 03:30,14.8,16232,165,43.9,8,1156,15.4,17042,11117.7
1,2023/06/09 03:45,3.3,18479,34,42.4,54,1101,9.2,11458,615.1
1,2023/06/09 04:00,18.3,18120,217,26.3,2,1014,18.0,9212,1151.5
1,2023/06/09 04:15,9.2,14315,78,47.2,77,1071,9.6,2782,6802.6
1,2023/06/09 04:30,6.3,9666,48,48.7,68,1013,13.5,7156,5836.8
1,2023/06/09 04:45,19.9,471,266,-6.0,73,1027,17.4,9572,785.2
1,2023/06/09 05:00,15.6,18686,17,12.9,13,810,10.5,9699,10540.9
1,2023/06/09 05:15,0.9,466,75,-14.7,6,1083,5.7,7517,17948.3
1,2023/06/09 05:30,3.0,2387,276,-12.8,41,1181,4.7,3214,10045.7
1,2023/06/09 05:45,14.4,1473,45,35.3,28,845,7.0,9370,8077.4
1,2023/06/09 06:00,17.3,17661,276,24.5,42,813,0.5,8478,10471.4
1,2023/06/09 06:15,6.2,17381,191,38.6,31,856,6.5,5611,15972.1
1,2023/06/09 06:30,6.4,13717,24,-13.2,24,1027,16.0,8466,15359.7
1,2023/06/09 06:45,6.1,1648,222,17.1,1,1173,0.3,16816,18603.8
1,2023/06/09 07:00,14.2,341,279,-12.3,10,832,4.5,17386,17401.5
1,2023/06/09 07:15,17.1,4624,28,-5.7,10,1188,2.4,16661,4468.2
1,2023/06/09 07:30,4.1,4427,298,-4.2,67,861,3.3,11306,4390.8
1,2023/06/09 07:45,16.7,6427,282,30.6,63,1073,6.1,7023,10159.1
1,2023/06/09 08:00,16.0,12192,301,-15.1,65,926,14.5,15461,19784.6
1,2023/06/09 08:15,13.3,846,133,9.4,48,950,13.2,1533,8453.4
1,2023/06/09 08:30,19.9,15202,201,34.7,42,865,11.4,4063,12357.0
1,2023/06/09 08:45,0.4,13491,91,28.9,49,860,14.0,11228,10895.6
1,2023/06/09 09:00,1.0,1322,196,5.8,68,1183,7.3,15319,3986.1
1,2023/06/09 09:15,9.7,2741,150,47.6,82,822,19.7,17641,10526.7
1,2023/06/09 09:30,10.3,18670,114,4.0,100,1092,2.9,7754,9161.9
1,2023/06/09 09:45,16.1,9318,22,33.6,98,971,3.0,18555,2085.3
1,2023/06/09 10:00,17.3,6920,22,-4.0,17,867,13.8,459,9982.4
1,2023/06/09 10:15,15.6,19003,140,11.9,93,1044,3.4,10240,3121.0
1,2023/06/09 10:30,10.5,8362,325,1.2,89,1119,16.9,15531,4535.5
1,2023/06/09 10:45,14.7,9642,137,41.5,31,955,18.9,11048,4011.8
1,2023/06/09 11:00,13.7,16327,317,36.9,43,905,8.6,16321,9773.6
1,2023/06/09 11:15,7.4,10007,23,11.4,49,1179,4.0,1831,18343.5
1,2023/06/09 11:30,18.8,11437,282,34.9,67,822,12.2,16438,2113.9
1,2023/06/09 11:45,0.9,17396,157,48.6,34,1080,14.8,8558,7864.9
1,2023/06/09 12:00,8.5,17103,39,42.0,93,939,10.0,10791,17050.0
1,2023/06/09 12:15,18.2,16640,199,3.1,55,1088,15.6,9783,12550.0
1,2023/06/09 12:30,7.0,8437,277,45.9,73,1099,19.4,18210,19142.0
1,2023/06/09 12:45,4.8,14420,241,49.9,24,979,12.2,315,13023.6
1,2023/06/09 13:00,6.0,6401,37,17.7,87,1058,4.7,10086,1261.0
1,2023/06/09 13:15,14.3,7790,103,28.0,44,1039,1.8,5593,18469.6
1,2023/06/09 13:30,18.2,19598,150,19.7,59,929,12.7,15940,3143.8
1,2023/06/09 13:45,10.8,669,247,14.1,12,1105,4.6,78,6241.9
1,2023/06/09 14:00,18.1,14634,78,49.7,49,884,2.7,13467,6063.9
1,2023/06/09 14:15,18.8,19706,68,-18.2,82,850,1.5,4573,10359.2
1,2023/06/09 14:30,0.3,3996,280,45.1,40,867,18.1,7689,10580.0
1,2023/06/09 14:45,17.0,12118,273,23.7,6,919,6.5,16898,3708.4
1,2023/06/09 15:00,2.0,8303,24,4.7,93,951,6.2,12792,3898.6
1,2023/06/09 15:15,19.6,15029,245,-4.9,10,986,15.5,2833,11651.0
1,2023/06/09 15:30,11.0,3467,151,-2.3,18,1144,8.3,18872,18634.8
1,2023/06/09 15:45,16.6,14602,354,-18.9,33,1156,18.3,12502,8859.7
1,2023/06/09 16:00,0.6,4491,302,48.3,2,988,7.5,5876,11987.1
1,2023/06/09 16:15,2.1,6493,310,10.1,11,1187,9.0,1324,4659.3
1,2023/06/09 16:30,16.2,9904,27,-10.9,18,1041,2.4,7284,18642.8
1,2023/06/09 16:45,12.5,9524,310,-9.5,68,1136,10.1,6893,15671.5
1,2023/06/09 17:00,13.3,19292,152,25.4,49,1150,14.3,2688,11694.2
1,2023/06/09 17:15,2.3,17654,127,49.1,38,1088,1.2,1949,4849.8
1,2023/06/09 17:30,10.9,9227,236,-17.6,39,1192,16.7,7250,15336.3
1,2023/06/09 17:45,6.0,12049,269,15.1,71,1017,15.9,13391,18740.1
1,2023/06/09 18:00,6.8,11316,205,-10.5,15,1016,8.0,1801,11595.9
1,2023/06/09 18:15,11.9,8100,178,-4.2,9,1111,18.8,4494,1941.7
1,2023/06/09 18:30,16.4,15050,324,37.9,44,1086,8.9,18793,6718.4
1,2023/06/09 18:45,13.0,2794,293,-15.4,38,1084,4.4,17184,3305.1
1,2023/06/09 19:00,6.4,10905,350,46.7,46,1147,18.8,4569,12315.4
1,2023/06/09 19:15,10.7,1303,303,38.1,94,1002,9.8,3799,2691.7
1,2023/06/09 19:30,6.3,6087,162,5.3,21,1060,12.3,5815,17317.3
1,2023/06/09 19:45,4.7,10402,255,32.1,91,1151,13.8,1905,9603.5
1,2023/06/09 20:00,14.7,753,111,18.8,6,1003,18.8,14839,11746.9
1,2023/06/09 20:15,10.8,13409,289,28.8,1,918,17.0,9513,2579.1
1,2023/06/09 20:30,15.7,5940,233,2.3,68,1188,13.4,12703,9231.7
1,2023/06/09 20:45,9.4,8657,125,-10.0,19,883,0.9,11359,7190.3
1,2023/06/09 21:00,7.6,13268,321,49.6,40,1124,12.7,3735,14167.1
1,2023/06/09 21:15,16.1,14909,335,8.0,5,1099,14.2,10851,8220.3
1,2023/06/09 21:30,7.8,7832,292,-17.0,54,843,14.5,13114,18808.7
1,2023/06/09 21:45,12.5,15298,358,45.7,86,1017,10.1,16762,19286.2
1,2023/06/09 22:00,11.4,4581,311,11.6,44,965,11.5,13336,685.0
1,2023/06/09 22:15,4.1,9592,307,7.1,68,988,11.9,3467,5779.2
1,2023/06/09 22:30,4.7,12090,236,38.3,88,1134,11.7,12029,2058.4
1,2023/06/09 22:45,4.9,12036,43,7.6,31,904,19.4,16333,11514.1
1,2023/06/09 23:00,19.5,12368,13,12.6,62,908,15.9,1597,3427.7
1,2023/06/09 23:15,9.1,5068,283,47.0,24,998,10.3,10738,2489.0
1,2023/06/09 23:30,1.1,11001,328,41.5,89,900,19.3,16425,17905.0
1,2023/06/09 23:45,17.8,16251,243,-2.9,50,1014,2.0,13637,7570.4
1,2023/06/10 00:00,17.2,7806,356,9.8,20,821,6.1,1947,15135.8
1,2023/06/10 00:15,7.0,10030,5,-2.2,21,835,9.1,6963,7494.3
1,2023/06/10 00:30,5.8,16194,127,-14.3,95,890,6.5,8514,4892.8
1,2023/06/10 00:45,12.5,7937,349,33.4,54,829,4.0,18957,12296.4
1,2023/06/10 01:00,3.6,14431,263,15.2,24,1038,12.2,16318,17335.1
1,2023/06/10 01:15,6.6,1959,350,-11.3,63,1072,2.5,14354,19510.3
1,2023/06/10 01:30,9.5,8686,299,34.6,32,1189,1.9,7263,11006.0
1,2023/06/10 01:45,2.6,19942,238,2.2,44,871,10.8,10735,13438.7
1,2023/06/10 02:00,19.2,18764,279,25.5,39,850,17.2,14754,7655.1
1,2023/06/10 02:15,17.2,16981,127,32.8,27,1136,16.6,19101,17901.4
1,2023/06/10 02:30,7.5,5605,283,48.3,98,1163,8.5,17691,11211.7
1,2023/06/10 02:45,1.8,5220,307,-19.7,82,1092,18.1,5470,12315.1
1,2023/06/10 03:00,17.9,1457,313,2.5,98,828,17.5,17234,17757.9
1,2023/06/10 03:15,12.6,574,250,8.2,36,856,2.6,16735,635.9
1,2023/06/10 03:30,5.5,19334,94,1.2,24,853,0.8,15580,7861.3
1,2023/06/10 03:45,11.2,17622,38,27.4,59,1151,12.4,19354,2705.8
1,2023/06/10 04:00,2.8,18162,343,39.2,91,987,11.2,18556,14262.7
1,2023/06/10 04:15,4.8,7307,148,-14.8,52,1000,6.9,15423,13871.4
1,2023/06/10 04:30,5.0,6907,251,-5.3,57,936,14.8,18356,13425.1
1,2023/06/10 04:45,5.8,17974,20,-6.8,92,800,14.7,14922,1274.3
1,2023/06/10 05:00,9.4,13661,160,-9.8,16,1054,15.2,17773,16918.0
1,2023/06/10 05:15,11.5,6854,46,20.0,39,928,6.3,15427,5741.4
1,2023/06/10 05:30,4.1,17044,345,34.7,20,1015,8.6,8369,2815.8
1,2023/06/10 05:45,5.3,4073,305,26.3,87,1027,15.4,12241,4794.0
1,2023/06/10 06:00,6.3,6668,70,-1.4,75,1088,10.8,5650,8522.9
1,2023/06/10 06:15,5.1,18912,146,25.6,20,807,6.1,3771,10969.7
1,2023/06/10 06:30,14.1,5496,337,-3.3,31,983,6.3,161,2244.0
1,2023/06/10 06:45,11.1,7891,74,-8.9,44,1040,5.1,16792,18252.0
1,2023/06/10 07:00,6.8,14180,314,-4.0,41,885,17.3,9970,8646.6
1,2023/06/10 07:15,10.9,17189,219,-8.7,83,854,2.4,14591,18051.7
1,2023/06/10 07:30,0.1,7597,49,39.8,76,858,8.0,11978,14139.4
1,2023/06/10 07:45,15.5,13002,353,5.4,30,1166,17.6,18863,3240.6
1,2023/06/10 08:00,1.3,5402,160,-13.4,4,1154,2.2,13462,9420.5
1,2023/06/10 08:15,18.9,805,340,-4.1,31,897,15.2,1772,3695.4
1,2023/06/10 08:30,1.5,5427,259,48.7,70,1112,3.7,43,10060.6
1,2023/06/10 08:45,13.8,904,64,5.8,54,873,2.8,15084,1970.7
1,2023/06/10 09:00,18.1,10483,281,12.0,24,963,11.0,10976,11658.7
1,2023/06/10 09:15,3.8,18752,345,-19.2,68,857,5.6,15409,8473.6
1,2023/06/10 09:30,11.7,18241,318,24.0,17,802,13.9,16227,9055.7
1,2023/06/10 09:45,11.6,11527,142,30.4,46,1012,16.5,9217,14893.2
1,2023/06/10 10:00,10.3,8764,261,38.5,57,922,3.5,11157,14284.9
1,2023/06/10 10:15,9.9,7893,272,43.1,29,844,15.1,13572,19449.4
1,2023/06/10 10:30,19.9,379,132,8.8,71,958,16.4,17626,9742.5
1,2023/06/10 10:45,7.9,6173,52,-6.4,35,1036,3.5,1496,4111.3
1,2023/06/10 11:00,12.0,10002,82,-9.1,16,804,5.0,3086,19962.1
1,2023/06/10 11:15,14.1,8860,313,16.3,57,1081,4.1,5578,19482.9
1,2023/06/10 11:30,14.9,17709,101,5.5,99,838,0.5,1153,3317.6
1,2023/06/10 11:45,11.8,3309,347,-9.0,95,1175,15.6,10932,9069.3
1,2023/06/10 12:00,15.5,4700,52,47.6,24,1144,15.8,14812,10833.3
1,2023/06/10 12:15,13.8,971,288,8.9,52,1021,15.9,19409,14660.3
1,2023/06/10 12:30,16.5,9536,128,35.6,95,1135,17.6,19584,7229.6
1,2023/06/10 12:45,12.7,15422,293,37.9,21,839,18.4,8912,8132.4
1,2023/06/10 13:00,17.0,12308,66,-18.8,71,1045,7.2,24,1077.2
1,2023/06/10 13:15,5.5,18153,111,2.3,53,948,14.5,14254,8515.7
1,2023/06/10 13:30,9.4,18539,238,27.9,86,870,1.6,6099,19350.6
1,2023/06/10 13:45,19.9,18004,267,11.9,6,1072,18.6,7207,18482.1
1,2023/06/10 14:00,15.0,6993,104,0.7,5,942,14.4,19613,7797.5
1,2023/06/10 14:15,3.2,2619,75,45.6,80,940,18.0,7238,11457.3
1,2023/06/10 14:30,17.0,6938,360,11.9,89,834,6.2,8798,6418.6
1,2023/06/10 14:45,17.5,648,48,27.3,11,989,2.1,3978,19107.9
1,2023/06/10 15:00,11.3,15936,226,26.4,17,826,7.4,3679,16947.5
1,2023/06/10 15:15,14.7,5703,231,44.9,96,867,3.4,13441,4969.8
1,2023/06/10 15:30,19.8,12474,254,18.2,97,1006,9.6,18134,6265.8
1,2023/06/10 15:45,5.3,19746,143,27.9,36,1080,14.7,18064,3307.8
1,2023/06/10 16:00,6.3,11127,281,0.4,42,917,6.8,18990,6774.0
1,2023/06/10 16:15,4.2,17630,97,46.4,85,806,16.5,17581,10957.3
1,2023/06/10 16:30,4.5,14364,69,44.3,48,990,7.5,7457,8267.2
1,2023/06/10 16:45,8.4,2618,163,4.3,47,1005,3.5,8449,14212.1
1,2023/06/10 17:00,7.7,10609,9,37.3,94,969,18.9,12675,10919.9
1,2023/06/10 17:15,13.3,8075,201,41.7,83,1153,18.3,18622,17686.1
1,2023/06/10 17:30,13.3,15145,31,42.1,47,1149,15.6,108,18237.7
1,2023/06/10 17:45,6.3,15602,87,25.5,8,862,0.0,676,19296.8
1,2023/06/10 18:00,13.2,2673,273,1.4,22,1192,17.5,10008,5544.1
1,2023/06/10 18:15,13.8,19114,193,27.5,93,979,17.4,4982,16801.7
1,2023/06/10 18:30,12.6,9689,94,31.8,62,998,9.0,4241,885.9
1,2023/06/10 18:45,18.9,9040,82,3.6,14,1063,1.3,5809,16620.0
1,2023/06/10 19:00,15.7,15562,359,-14.9,86,1051,8.1,11903,17311.3
1,2023/06/10 19:15,14.4,12233,298,18.1,44,1006,3.2,14041,16785.0
1,2023/06/10 19:30,9.6,15487,121,26.4,5,945,18.2,16123,7778.4
1,2023/06/10 19:45,13.0,3062,300,25.6,94,1126,4.5,3863,15940.0
1,2023/06/10 20:00,4.7,49,1,6.0,71,874,14.2,9206,17782.7
1,2023/06/10 20:15,13.5,8266,182,-8.3,54,872,1.0,16865,16724.4
1,2023/06/10 20:30,11.6,13983,158,15.1,3,945,2.8,12058,19926.9
1,2023/06/10 20:45,9.5,6028,283,25.0,19,1104,2.6,3705,455.0
1,2023/06/10 21:00,8.7,18620,161,-2.1,33,1152,10.3,3647,12244.7
1,2023/06/10 21:15,3.1,424,15,-12.3,18,1140,18.9,7211,16127.3
1,2023/06/10 21:30,19.3,2709,180,8.8,69,1035,14.7,10782,2807.1
1,2023/06/10 21:45,2.8,7577,92,25.9,63,1066,15.7,17955,4435.5
1,2023/06/10 22:00,2.8,3611,220,37.4,93,917,7.0,8488,17337.0
1,2023/06/10 22:15,9.9,804,199,37.3,37,991,8.8,11790,7567.5
1,2023/06/10 22:30,7.3,3359,292,45.7,33,1086,16.7,6365,13874.3
1,2023/06/10 22:45,8.7,3990,41,45.4,5,924,15.1,14649,12437.3
1,2023/06/10 23:00,19.7,13343,227,-14.6,13,863,2.0,15132,14917.3
1,2023/06/10 23:15,16.9,2297,271,21.1,12,1077,1.0,16143,4277.2
1,2023/06/10 23:30,3.0,1690,260,38.8,51,936,13.5,8569,4051.7
1,2023/06/10 23:45,12.7,11854,17,14.7,2,1102,19.8,19547,6601.5
1,2023/06/11 00:00,8.0,4148,313,46.2,65,876,15.3,2158,18904.2
1,2023/06/11 00:15,14.6,2098,273,-16.4,27,943,1.5,14965,1195.5
1,2023/06/11 00:30,13.9,8775,89,-13.9,9,1017,2.3,24,5261.1
1,2023/06/11 00:45,11.2,7452,63,28.0,98,932,5.9,19782,2954.1
1,2023/06/11 01:00,3.3,6945,153,4.4,75,1189,16.6,7684,16007.3
1,2023/06/11 01:15,13.1,17833,98,20.1,9,1132,1.5,9308,15677.3
1,2023/06/11 01:30,13.3,11316,323,9.8,4,1010,6.3,11242,6955.6
1,2023/06/11 01:45,6.6,9803,274,28.0,44,1077,14.7,9776,14055.3
1,2023/06/11 02:00,19.8,18679,128,43.3,28,1014,9.4,8025,5168.8
1,2023/06/11 02:15,0.4,4487,7,22.8,51,1182,13.9,2160,15466.3
1,2023/06/11 02:30,9.3,14077,145,-7.5,57,910,17.8,10253,13552.1
1,2023/06/11 02:45,19.1,10393,256,48.4,68,939,15.6,14667,5155.7
1,2023/06/11 03:00,8.0,12294,278,-9.3,89,802,17.8,16060,12926.3
1,2023/06/11 03:15,3.8,17107,230,42.3,28,945,14.7,13968,10278.8
1,2023/06/11 03:30,1.1,8819,32,20.6,43,832,8.4,10658,18773.9
1,2023/06/11 03:45,12.7,913,203,45.1,79,1091,19.7,1643,16186.7
1,2023/06/11 04:00,1.9,5355,247,2.2,19,960,12.8,12941,16247.8
1,2023/06/11 04:15,7.7,10178,180,43.8,81,1067,11.8,4857,3394.6
1,2023/06/11 04:30,19.2,16183,58,28.2,49,803,13.2,17249,4069.6
1,2023/06/11 04:45,1.0,13641,337,-7.8,96,1139,6.3,13722,4050.4
1,2023/06/11 05:00,10.5,358,302,6.4,16,1115,19.3,17905,7392.2
1,2023/06/11 05:15,2.8,16841,327,26.1,18,1015,3.2,11686,16583.4
1,2023/06/11 05:30,8.3,13093,26,-0.6,9,1023,11.6,14703,14355.4
