TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
7,2023/06/09 00:00,8.2,4268,164,-4.5,98,872,13.6,1789,12975.1
7,2023/06/09 00:15,13.8,10905,173,40.9,40,1141,8.6,4365,18216.6
7,2023/06/09 00:30,3.4,8415,287,33.5,14,1194,10.9,3708,5363.0
7,2023/06/09 00:45,18.1,675,275,37.7,99,876,11.1,16389,17203.4
7,2023/06/09 01:00,6.6,13572,276,25.6,36,861,8.1,56,9370.6
7,2023/06/09 01:15,5.2,9257,148,35.1,5,1043,13.2,7567,16462.4
7,2023/06/09 01:30,16.9,19236,136,27.1,10,884,15.2,12576,3788.1
7,2023/06/09 01:45,6.3,18643,328,47.2,78,1011,15.8,3281,10053.7
7,2023/06/09 02:00,6.4,16780,236,-10.9,4,1124,14.5,5434,17701.3
7,2023/06/09 02:15,18.3,17861,5,44.0,53,1189,14.5,15868,232.1
7,2023/06/09 02:30,1.0,12528,340,42.7,78,996,18.0,7686,11096.3
7,2023/06/09 02:45,15.2,17320,81,17.8,70,1169,18.1,18121,1784.0
7,2023/06/09 03:00,0.3,12606,314,32.1,42,1058,12.8,19890,18541.5
7,2023/06/09 03:15,4.7,7779,178,20.2,66,1135,19.2,12456,16422.3
7,2023/06/09 03:30,3.4,10219,262,28.9,35,846,1.5,19184,11890.0
7,2023/06/09 03:45,7.7,16650,58,12.2,67,1142,12.7,17400,19503.6
7,2023/06/09 04:00,12.0,13408,52,-0.2,34,1105,6.7,9550,9827.0
7,2023/06/09 04:15,7.6,10287,297,3.8,79,1066,13.8,9678,4977.8
7,2023/06/09 04:30,11.4,966,243,37.3,49,1028,13.2,14001,18630.7
7,2023/06/09 04:45,12.7,18923,341,19.4,77,923,0.2,4789,5297.8
7,2023/06/09 05:00,2.0,12397,292,-4.2,24,937,11.5,18690,16479.5
7,2023/06/09 05:15,14.2,5803,41,12.6,48,1152,7.4,4492,14910.9
7,2023/06/09 05:30,18.3,15965,100,7.3,43,830,5.4,544,6990.9
7,2023/06/09 05:45,4.8,18076,63,-17.4,52,938,20.0,17994,4105.5
7,2023/06/09 06:00,11.7,14516,197,-7.4,47,936,11.6,18376,4869.9
7,2023/06/09 06:15,5.8,3789,258,-19.8,29,1185,13.8,13320,11763.1
7,2023/06/09 06:30,12.0,6074,201,-8.5,8,884,1.1,14280,9532.3
7,2023/06/09 06:45,15.2,658,11,48.8,15,815,3.7,13981,16639.6
7,2023/06/09 07:00,8.5,11373,340,-5.4,24,985,3.3,13606,9161.4
7,2023/06/09 07:15,8.2,7851,224,28.8,37,983,11.8,10162,4560.2
7,2023/06/09 07:30,17.5,18785,18,-16.4,54,869,4.1,8551,17399.8
7,2023/06/09 07:45,5.9,8557,98,19.4,67,1199,4.5,10399,10922.1
7,2023/06/09 08:00,11.3,13037,10,9.6,93,1025,13.6,12317,7043.1
7,2023/06/09 08:15,16.8,12796,302,-9.3,48,801,10.8,1390,5437.2
7,2023/06/09 08:30,8.6,16534,130,31.0,48,973,18.3,19899,11645.0
7,2023/06/09 08:45,9.4,3239,241,-5.9,16,898,14.6,5134,15236.6
7,2023/06/09 09:00,6.8,5101,2,-10.9,95,847,18.1,3206,3025.9
7,2023/06/09 09:15,0.8,463,13,-9.5,19,1158,6.9,12817,2716.2
7,2023/06/09 09:30,10.5,14088,181,-10.2,1,866,12.2,18363,9955.9
7,2023/06/09 09:45,12.0,12890,120,8.0,72,1087,3.0,18966,7038.9
7,2023/06/09 10:00,17.4,14607,39,-19.7,72,875,16.9,12900,12786.1
7,2023/06/09 10:15,16.3,5402,247,-19.8,17,903,19.4,12133,8226.7
7,2023/06/09 10:30,0.2,2239,344,27.1,19,1188,7.9,19700,5508.4
7,2023/06/09 10:45,16.9,18849,138,29.5,89,835,10.6,17416,11005.1
7,2023/06/09 11:00,2.0,14968,348,5.2,81,994,0.7,8046,18650.1
7,2023/06/09 11:15,0.2,13475,121,47.3,78,905,3.2,8141,16217.2
7,2023/06/09 11:30,13.7,4160,345,-5.2,51,1140,18.1,9958,4530.3
7,2023/06/09 11:45,13.7,1696,200,-1.4,65,876,12.6,14173,8675.8
7,2023/06/09 12:00,4.5,16648,57,-5.2,91,1185,14.7,12115,11206.2
7,2023/06/09 12:15,10.5,19143,82,-11.0,54,882,6.2,2249,6248.3
7,2023/06/09 12:30,10.6,7759,0,6.3,24,845,0.4,1163,334.0
7,2023/06/09 12:45,16.5,3168,357,-8.1,48,907,11.0,16383,9732.4
7,2023/06/09 13:00,12.1,4026,355,-7.9,54,803,0.2,1597,14183.0
7,2023/06/09 13:15,14.6,14706,33,24.0,7,1010,10.4,3754,9403.1
7,2023/06/09 13:30,14.5,16119,253,4.8,14,826,16.4,14892,10611.4
7,2023/06/09 13:45,10.7,5017,322,-4.4,87,1037,3.8,8742,9688.5
7,2023/06/09 14:00,19.5,10987,197,25.5,52,914,14.6,3682,8364.0
7,2023/06/09 14:15,15.3,17527,73,4.2,28,908,16.2,1586,11169.5
7,2023/06/09 14:30,3.5,15038,308,2.8,50,843,3.2,17606,17733.0
7,2023/06/09 14:45,1.3,17258,192,-17.6,2,1155,8.9,428,6528.5
7,2023/06/09 15:00,2.6,10667,345,45.6,41,1116,11.7,6461,9643.9
7,2023/06/09 15:15,6.9,6918,156,45.7,86,880,2.8,19193,5479.3
7,2023/06/09 15:30,5.0,1996,128,-7.2,3,1081,15.0,16787,2854.7
7,2023/06/09 15:45,12.2,3495,256,49.1,15,1002,19.4,5738,2691.9
7,2023/06/09 16:00,0.0,11895,292,36.8,78,858,0.4,18623,207.6
7,2023/06/09 16:15,0.9,12688,48,1.7,58,917,4.2,1203,3204.8
7,2023/06/09 16:30,13.2,6180,142,-5.7,12,1157,5.4,6727,14601.5
7,2023/06/09 16:45,3.9,12483,266,4.8,100,886,2.7,15331,5959.1
7,2023/06/09 17:00,5.6,5655,293,2.8,50,1024,11.9,3189,2766.8
7,2023/06/09 17:15,5.4,3262,25,10.2,50,886,8.6,3097,4213.6
7,2023/06/09 17:30,13.7,4308,273,-18.1,96,1114,19.1,17767,12924.7
7,2023/06/09 17:45,17.6,18412,120,22.1,0,888,12.5,9166,7946.5
7,2023/06/09 18:00,0.9,19584,261,27.6,80,951,13.8,18165,18164.8
7,2023/06/09 18:15,10.6,9107,293,39.1,4,877,14.8,15302,5414.9
7,2023/06/09 18:30,15.0,5851,277,-19.7,93,1165,5.7,8143,10886.8
7,2023/06/09 18:45,7.7,11531,271,42.8,53,1062,8.6,5966,19686.1
7,2023/06/09 19:00,8.4,6872,95,2.8,41,1000,14.2,2666,8181.6
7,2023/06/09 19:15,16.3,16171,73,-2.0,81,814,16.0,18460,14085.0
7,2023/06/09 19:30,15.4,15547,166,-2.6,22,1016,18.9,6632,5621.3
7,2023/06/09 19:45,0.9,15986,86,18.8,51,1098,5.7,8715,3065.1
7,2023/06/09 20:00,9.3,14687,183,19.4,98,898,19.7,11741,14677.4
7,2023/06/09 20:15,18.0,10237,68,3.7,71,968,18.4,6551,10728.2
7,2023/06/09 20:30,0.2,1464,346,0.6,68,815,19.4,8853,11667.1
7,2023/06/09 20:45,0.2,7677,28,-0.0,54,843,15.6,17388,14488.1
7,2023/06/09 21:00,1.4,13895,69,41.3,35,848,17.2,12958,252.5
7,2023/06/09 21:15,17.1,19978,300,-17.2,51,1054,6.7,14502,16411.2
7,2023/06/09 21:30,13.8,3517,229,46.3,49,872,0.2,4242,16428.7
7,2023/06/09 21:45,7.6,14583,340,33.7,100,1187,11.4,9896,9817.3
7,2023/06/09 22:00,3.5,14221,38,32.4,96,1067,19.2,3463,13292.1
7,2023/06/09 22:15,18.0,11365,216,46.3,71,980,6.6,14601,4660.7
7,2023/06/09 22:30,13.8,16004,75,45.6,82,1095,15.5,18996,11387.2
7,2023/06/09 22:45,10.8,17574,262,27.4,92,1104,16.1,6435,16375.2
7,2023/06/09 23:00,1.6,5658,59,13.9,25,933,13.1,4416,17383.8
7,2023/06/09 23:15,1.1,11205,137,32.3,32,1186,1.2,13795,11254.2
7,2023/06/09 23:30,10.9,3489,228,0.3,85,930,14.5,3219,3630.6
7,2023/06/09 23:45,19.5,16326,197,-19.7,66,889,2.4,11868,385.3
7,2023/06/10 00:00,2.7,16321,87,-14.5,84,905,18.8,14035,12686.7
7,2023/06/10 00:15,18.1,15815,1,21.2,14,1174,5.4,7818,4727.6
7,2023/06/10 00:30,8.4,13513,294,25.7,67,905,1.5,19996,13578.6
7,2023/06/10 00:45,3.3,16623,175,-2.8,36,1105,4.6,9384,7804.0
7,2023/06/10 01:00,1.0,3471,162,6.2,85,1175,2.0,4993,13943.1
7,2023/06/10 01:15,0.2,9822,70,5.0,29,823,12.2,10045,958.8
7,2023/06/10 01:30,15.2,6617,70,-18.5,53,842,5.6,16775,13482.1
7,2023/06/10 01:45,14.6,11663,32,47.9,96,906,16.8,11751,16123.6
7,2023/06/10 02:00,13.9,6141,246,4.7,62,806,13.9,17587,13580.0
7,2023/06/10 02:15,13.4,16627,15,13.0,40,1123,19.2,4541,3707.4
7,2023/06/10 02:30,10.6,11742,159,43.5,66,994,15.4,5834,10876.2
7,2023/06/10 02:45,12.2,8309,230,16.6,5,809,15.1,15156,13809.2
7,2023/06/10 03:00,19.8,18810,184,43.2,11,1076,16.6,13652,1686.1
7,2023/06/10 03:15,0.8,9229,68,-4.5,59,877,9.8,18601,15748.0
7,2023/06/10 03:30,7.8,16214,137,-0.9,84,1139,7.0,3065,1435.7
7,2023/06/10 03:45,12.6,7520,193,37.4,31,967,18.9,18948,7407.0
7,2023/06/10 04:00,3.5,12043,49,11.9,18,1176,6.2,4634,19315.5
7,2023/06/10 04:15,13.8,8719,140,29.1,90,862,6.9,4901,13957.9
7,2023/06/10 04:30,17.0,10056,92,23.7,47,939,19.8,15097,15488.0
7,2023/06/10 04:45,11.4,1226,17,12.7,82,1134,4.8,18842,18247.6
7,2023/06/10 05:00,1.0,14937,319,5.1,56,999,5.1,5317,11277.4
7,2023/06/10 05:15,11.4,5084,231,-14.5,86,1084,7.8,56,13267.0
7,2023/06/10 05:30,2.0,19065,298,37.5,21,1123,8.2,13680,5766.9
7,2023/06/10 05:45,2.0,7223,297,-4.7,79,1196,13.1,553,15218.0
7,2023/06/10 06:00,14.8,6485,178,18.2,5,1006,14.9,7968,17645.3
7,2023/06/10 06:15,5.8,19411,274,27.7,10,1127,16.9,11751,1937.4
7,2023/06/10 06:30,16.2,13292,261,-12.7,94,991,16.3,14085,3683.7
7,2023/06/10 06:45,8.2,7075,263,47.6,19,998,8.8,235,16788.2
7,2023/06/10 07:00,11.3,11526,126,48.9,68,845,11.3,6949,6317.8
7,2023/06/10 07:15,15.7,499,27,17.2,40,871,9.2,14652,8596.2
7,2023/06/10 07:30,0.3,12610,348,-18.1,4,825,9.1,8111,5497.6
7,2023/06/10 07:45,5.0,13162,277,21.9,21,1127,14.8,10550,2146.9
7,2023/06/10 08:00,9.6,13916,255,-12.5,41,1068,6.1,10345,13497.7
7,2023/06/10 08:15,7.4,8879,306,35.7,32,1125,5.8,9214,13280.0
7,2023/06/10 08:30,4.3,6903,316,1.0,54,823,11.7,14528,8741.9
7,2023/06/10 08:45,11.6,1213,329,22.6,58,1057,12.6,4112,17957.9
7,2023/06/10 09:00,14.1,10631,6,-9.7,0,855,14.8,8830,12922.5
7,2023/06/10 09:15,11.3,11248,340,47.7,47,850,17.3,3553,11438.1
7,2023/06/10 09:30,4.6,7169,17,33.0,23,1081,18.6,4738,17318.4
7,2023/06/10 09:45,17.5,8217,353,33.7,48,1181,2.8,3335,13179.4
7,2023/06/10 10:00,2.5,6793,240,36.7,36,882,9.4,12939,13015.9
7,2023/06/10 10:15,13.2,19359,51,45.6,62,1075,10.6,13320,16512.7
7,2023/06/10 10:30,5.5,7803,19,29.0,38,1105,11.6,19233,9946.7
7,2023/06/10 10:45,3.2,10926,205,39.2,81,970,7.2,4227,17523.8
7,2023/06/10 11:00,18.8,4160,131,37.9,5,1075,5.0,18009,4002.3
7,2023/06/10 11:15,2.4,11241,4,-18.6,12,964,8.9,19563,14820.2
7,2023/06/10 11:30,12.9,2833,335,-5.1,12,1093,6.4,8234,5403.7
7,2023/06/10 11:45,5.1,16790,297,21.4,96,943,10.0,4100,18754.6
7,2023/06/10 12:00,8.7,1653,314,-11.6,65,818,9.3,17841,9364.0
7,2023/06/10 12:15,12.9,11661,84,12.9,6,1155,10.1,8082,15712.7
7,2023/06/10 12:30,5.6,8421,28,-12.5,15,990,7.4,5759,4008.8
7,2023/06/10 12:45,3.9,15041,252,-2.6,56,863,6.2,18514,6150.1
7,2023/06/10 13:00,16.1,19557,94,11.7,42,1167,17.4,14117,5952.8
7,2023/06/10 13:15,6.1,3423,101,11.0,44,855,10.9,6138,19303.4
7,2023/06/10 13:30,11.4,11027,54,-0.5,25,1018,19.8,6496,8238.6
7,2023/06/10 13:45,3.1,730,297,33.2,3,939,12.0,11286,1039.6
7,2023/06/10 14:00,10.5,6701,148,34.1,38,826,10.8,18349,2608.4
7,2023/06/10 14:15,16.7,6071,232,32.5,95,934,16.7,4798,15934.3
7,2023/06/10 14:30,5.6,2139,178,6.6,6,851,4.5,572,1489.7
7,2023/06/10 14:45,1.7,5051,327,-15.6,61,976,7.8,12328,14799.3
7,2023/06/10 15:00,3.3,7916,123,21.8,0,865,7.6,11617,10641.6
7,2023/06/10 15:15,4.8,18432,233,27.6,11,1091,2.0,13352,16712.9
7,2023/06/10 15:30,13.9,6981,125,33.3,90,812,18.8,11606,19080.9
7,2023/06/10 15:45,7.0,14287,48,31.2,94,848,15.2,7510,10253.1
7,2023/06/10 16:00,13.2,19549,85,27.1,36,962,3.1,4902,4969.9
7,2023/06/10 16:15,12.7,5726,171,13.4,12,867,6.5,19535,7249.3
7,2023/06/10 16:30,14.5,6623,161,32.1,65,906,19.5,1241,1325.4
7,2023/06/10 16:45,13.5,11413,244,44.4,54,832,1.6,7059,16707.7
7,2023/06/10 17:00,5.1,1742,91,33.2,46,1167,17.0,2361,5395.9
7,2023/06/10 17:15,17.8,16821,262,-4.2,10,1021,13.7,7676,5335.3
7,2023/06/10 17:30,1.1,15562,234,43.4,24,930,6.7,1613,19977.8
7,2023/06/10 17:45,7.4,8940,37,10.0,93,1181,9.3,6868,4665.3
7,2023/06/10 18:00,9.4,4917,55,5.8,2,1145,18.7,522,150.6
7,2023/06/10 18:15,11.7,2477,188,-18.6,2,1077,5.7,2451,5635.0
7,2023/06/10 18:30,4.1,8504,88,42.6,95,885,19.0,11147,16947.5
7,2023/06/10 18:45,20.0,11209,200,-1.9,69,863,13.8,12173,4337.2
7,2023/06/10 19:00,4.3,2131,52,-3.0,46,849,3.3,11255,5242.7
7,2023/06/10 19:15,6.1,5818,345,-5.5,38,844,6.9,8671,10227.0
7,2023/06/10 19:30,11.8,806,84,14.5,28,860,15.8,13591,5220.6
7,2023/06/10 19:45,9.7,13564,45,-9.0,59,814,11.5,13104,3234.9
7,2023/06/10 20:00,0.4,1160,278,-18.2,40,973,2.9,2360,11666.0
7,2023/06/10 20:15,19.1,1012,178,10.9,53,828,0.6,12941,17144.7
7,2023/06/10 20:30,4.2,2413,284,8.8,65,1142,5.1,10685,17029.5
7,2023/06/10 20:45,10.6,9049,358,-1.6,35,1034,12.1,7476,185.0
7,2023/06/10 21:00,15.7,9318,267,1.7,14,1106,10.2,4228,13180.3
7,2023/06/10 21:15,12.7,14748,204,26.7,59,867,14.2,926,10109.6
7,2023/06/10 21:30,15.1,5716,78,-19.0,58,812,3.3,7958,14955.5
7,2023/06/10 21:45,0.8,19847,211,35.5,28,885,19.6,9815,6089.0
7,2023/06/10 22:00,12.5,7257,99,-16.2,57,1044,9.6,12821,11823.8
7,2023/06/10 22:15,16.3,18665,349,46.2,95,1058,10.8,17639,18940.4
7,2023/06/10 22:30,0.8,19459,282,8.4,27,1051,17.7,19037,17458.0
7,2023/06/10 22:45,16.4,8445,229,39.9,71,889,0.7,12188,6342.8
7,2023/06/10 23:00,7.8,12730,116,44.6,22,841,13.5,10097,983.2
7,2023/06/10 23:15,2.3,6280,277,-6.7,26,909,13.9,10854,1982.2
7,2023/06/10 23:30,12.7,4576,319,20.3,72,1078,10.2,18152,6379.2
7,2023/06/10 23:45,0.0,12993,307,38.4,89,1149,4.5,17828,9409.5
7,2023/06/11 00:00,4.7,8491,150,16.8,8,1017,4.6,11452,19882.7
7,2023/06/11 00:15,14.7,18624,331,7.2,24,1056,0.2,10443,15882.8
7,2023/06/11 00:30,0.5,7777,271,26.6,68,1008,13.8,1809,19599.6
7,2023/06/11 00:45,7.6,7444,216,-4.1,69,838,10.6,19212,16282.5
7,2023/06/11 01:00,12.1,12532,94,-8.5,1,823,16.9,387,15780.5
7,2023/06/11 01:15,11.0,14357,74,39.4,87,1181,3.8,5083,6732.2
7,2023/06/11 01:30,19.0,3309,47,27.7,42,1084,6.4,10613,9336.9
7,2023/06/11 01:45,0.9,5349,288,10.4,89,1092,4.0,7366,1726.6
7,2023/06/11 02:00,11.2,13015,34,17.5,96,1023,19.9,5277,9489.4
7,2023/06/11 02:15,2.5,8204,314,45.1,8,1120,5.7,5317,1200.9
7,2023/06/11 02:30,10.8,14852,191,43.8,61,818,14.4,5345,1417.1
7,2023/06/11 02:45,6.1,13629,245,23.4,67,1114,13.6,4630,9907.5
7,2023/06/11 03:00,18.7,11626,50,-3.8,86,867,6.5,233,15643.3
7,2023/06/11 03:15,9.1,17070,272,1.6,43,1047,1.0,12892,16461.7
7,2023/06/11 03:30,2.0,2944,360,27.2,78,1147,19.1,17524,469.9
7,2023/06/11 03:45,8.1,18226,321,48.5,90,828,1.7,4499,17769.1
7,2023/06/11 04:00,1.1,19206,355,20.0,69,1178,7.8,7722,14324.8
7,2023/06/11 04:15,5.1,11366,300,30.5,98,1050,14.5,19026,18685.8
