TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
1,2021/11/1 0:00,6,44224,270,3.9,45,842,3.3,17959,13819
1,2021/11/1 0:15,5.8,43591,274,3.6,46,842,3.9,25930,20435
1,2021/11/1 0:30,5.7,42842,281,3.3,47,842,4.1,31287,25376
1,2021/11/1 0:45,5.5,42093,289,3,48,842,4.3,32626,25669
1,2021/11/1 1:00,5.4,41344,296,2.7,49,842,3.7,24645,24036
1,2021/11/1 1:15,5.3,39691,300,2.4,50,842,2.9,13230,17085
1,2021/11/1 1:30,5.2,37135,300,2.2,51,842,2.1,4200,4606
1,2021/11/1 1:45,5.1,34579,300,2,52,841,1.5,30,0
1,2021/11/1 2:00,5,32023,300,1.8,53,841,1.3,206,0
1,2021/11/1 2:15,4.9,29671,300,1.6,54,841,1.2,-223,-754
1,2021/11/1 2:30,4.8,27522,300,1.4,55,841,1.3,-117,-754
1,2021/11/1 2:45,4.7,25373,300,1.1,56,841,1.3,-98,-754
1,2021/11/1 3:00,4.6,23224,300,0.9,57,841,0.8,-94,-754
1,2021/11/1 3:15,4.6,21521,300,0.7,57,841,1.1,-94,-754
1,2021/11/1 3:30,4.5,20266,300,0.5,58,841,1.2,-97,-754
1,2021/11/1 3:45,4.5,19011,300,0.4,58,841,1.7,-110,-754
1,2021/11/1 4:00,4.4,17756,300,0.2,59,841,2.1,-117,0
1,2021/11/1 4:15,4.4,16870,300,0.1,59,841,2.8,408,-754
1,2021/11/1 4:30,4.3,16354,300,0,60,841,2.9,10650,2764
1,2021/11/1 4:45,4.3,15838,300,-0.1,61,841,2.6,9179,8878
1,2021/11/1 5:00,4.2,15322,300,-0.2,62,841,2.5,8995,7873
1,2021/11/1 5:15,4.2,14611,300,-0.3,62,841,2.2,3118,4941
1,2021/11/1 5:30,4.1,13706,300,-0.4,63,841,2,308,0
1,2021/11/1 5:45,4.1,12801,300,-0.5,64,841,2,-54,0
1,2021/11/1 6:00,4,11896,300,-0.6,65,841,2.3,-85,0
1,2021/11/1 6:15,4,10907,300,-0.7,66,841,2.3,-79,0
1,2021/11/1 6:30,4,9835,300,-0.8,67,841,2.5,112,0
1,2021/11/1 6:45,4,8762,300,-1,68,841,2.4,819,0
1,2021/11/1 7:00,4,7690,300,-1.1,69,841,2.2,1062,0
1,2021/11/1 7:15,4,6719,300,-1.3,70,841,2.4,1275,0
1,2021/11/1 7:30,4,5850,300,-1.5,71,841,2.3,867,0
1,2021/11/1 7:45,4,4981,300,-1.8,73,841,2.3,682,0
1,2021/11/1 8:00,4,4112,300,-2,74,841,2.4,1213,0
1,2021/11/1 8:15,4,3638,300,-1.9,74,841,2.4,1253,0
1,2021/11/1 8:30,4,3559,300,-1.6,73,841,2.4,894,0
1,2021/11/1 8:45,4,3480,300,-1.3,72,842,2.4,660,0
1,2021/11/1 9:00,4,3401,300,-1,71,842,2.6,1134,0
1,2021/11/1 9:15,4,3955,296,-0.5,69,842,2.7,2044,0
1,2021/11/1 9:30,4,5144,289,0.2,66,842,2.6,1634,0
1,2021/11/1 9:45,4.1,6332,281,0.9,63,842,2.4,1477,0
1,2021/11/1 10:00,4.1,7521,274,1.6,60,842,2.3,1061,0
1,2021/11/1 10:15,4.1,9061,270,2.3,57,842,2.2,1174,0
1,2021/11/1 10:30,4.2,10953,270,2.9,55,842,2,651,0
1,2021/11/1 10:45,4.2,12846,270,3.5,52,842,2.1,324,0
1,2021/11/1 11:00,4.3,14738,270,4.1,50,842,2.1,149,0
1,2021/11/1 11:15,4.4,18476,270,4.6,48,842,2.2,467,0
1,2021/11/1 11:30,4.7,24060,270,5,47,842,2.9,1743,0
1,2021/11/1 11:45,4.9,29645,270,5.4,46,842,3.8,15812,4941
1,2021/11/1 12:00,5.2,35229,270,5.8,45,842,4.2,30735,21273
1,2021/11/1 12:15,5.4,40567,270,6.1,44,842,4,14183,26884
1,2021/11/1 12:30,5.7,45660,270,6.4,43,842,4.5,14063,12311
1,2021/11/1 12:45,5.9,50752,270,6.7,42,842,5.1,13458,11474
1,2021/11/1 13:00,6.2,55845,270,7,41,842,5.8,15990,13819
1,2021/11/1 13:15,6.4,61238,270,7.2,40,842,6.3,18112,14321
1,2021/11/1 13:30,6.6,66931,270,7.5,39,842,6.6,17928,17253
1,2021/11/1 13:45,6.9,72625,270,7.8,38,842,6.9,19200,17085
1,2021/11/1 14:00,7.1,78318,270,8.1,37,842,6.8,38579,15159
1,2021/11/1 14:15,7.2,84153,270,8.3,36,842,7.2,109167,76380
1,2021/11/1 14:30,7.3,90129,270,8.4,35,842,7.2,108783,108875
1,2021/11/1 14:45,7.4,96105,270,8.5,35,841,7.3,116947,113984
1,2021/11/1 15:00,7.5,102081,270,8.6,34,841,7.7,121561,104771
1,2021/11/1 15:15,7.5,105941,270,8.7,34,841,8.1,121548,121270
1,2021/11/1 15:30,7.6,107685,270,8.7,34,841,8.2,130142,111053
1,2021/11/1 15:45,7.7,109429,270,8.8,33,841,8.3,131036,126044
1,2021/11/1 16:00,7.8,111173,270,8.8,33,841,9.3,131439,141873
1,2021/11/1 16:15,7.8,111509,270,8.8,33,841,9.5,117747,114151
1,2021/11/1 16:30,7.9,110437,270,8.7,33,841,8.4,153111,145893
1,2021/11/1 16:45,7.9,109364,270,8.6,33,841,8.2,150665,131823
1,2021/11/1 17:00,8,108292,270,8.5,33,841,6.4,96002,105441
1,2021/11/1 17:15,7.9,105260,270,8.3,33,841,7.1,116194,111247
1,2021/11/1 17:30,7.7,100267,270,8,34,841,6.2,80677,106446
1,2021/11/1 17:45,7.4,95275,270,7.8,34,841,5,48199,55610
1,2021/11/1 18:00,7.2,90282,270,7.5,35,841,5,55768,39530
1,2021/11/1 18:15,7,84939,270,7.2,36,841,6,83071,65995
1,2021/11/1 18:30,6.8,79245,270,6.8,37,841,5.6,69805,77888
1,2021/11/1 18:45,6.5,73551,270,6.3,38,841,4.6,40875,52595
1,2021/11/1 19:00,6.3,67857,270,5.9,39,841,4.2,34331,29815
1,2021/11/1 19:15,6.1,62958,270,5.6,39,841,3.6,23565,24539
1,2021/11/1 19:30,5.9,58854,270,5.3,40,841,3.7,23653,19598
1,2021/11/1 19:45,5.7,54751,270,5,41,842,4,27449,23534
1,2021/11/1 20:00,5.5,50647,270,4.7,42,842,3.8,24032,23366
1,2021/11/1 20:15,5.3,47221,270,4.5,43,842,4,29253,21761
1,2021/11/1 20:30,5.2,44474,270,4.2,44,842,4.7,42087,32830
1,2021/11/1 20:45,5,41727,270,4,45,842,4.8,44815,43550
1,2021/11/1 21:00,4.9,38980,270,3.7,46,842,4.1,32454,40033
1,2021/11/1 21:15,4.7,36448,274,3.5,46,842,2.9,11421,13651
1,2021/11/1 21:30,4.6,34132,281,3.3,47,842,2.8,9715,5863
1,2021/11/1 21:45,4.5,31817,289,3,48,842,2.8,9888,6700
1,2021/11/1 22:00,4.4,29501,296,2.8,49,842,2.6,7664,5276
1,2021/11/1 22:15,4.3,27118,300,2.6,50,842,2.6,6745,6084
1,2021/11/1 22:30,4.2,24669,300,2.3,51,842,2.3,2878,2842
